transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,,
1-11-2007-1329,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,10/05/2007,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,233,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø²,Hor Al Anz,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,192.31,2100000,10919.87,null,null,1,1,0,,
1-11-2005-1022,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,18/04/2005,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,233,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø²,Hor Al Anz,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,235.88,1400000,5935.22,null,null,1,1,0,,
1-11-2013-5507,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,22/02/2013,4,ÙÙŠÙ„Ø§,Villa,null,,,ØªØ¬Ø§Ø±ÙŠ,Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,233,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø²,Hor Al Anz,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,97.55,950000,9738.6,null,null,2,1,0,,
1-11-2025-40623,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,06/10/2025,4,ÙÙŠÙ„Ø§,Villa,null,,,ØªØ¬Ø§Ø±ÙŠ,Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,233,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø²,Hor Al Anz,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,272.25,2200000,8080.81,null,null,7,1,0,,
1-11-2004-1725,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,03/08/2004,4,ÙÙŠÙ„Ø§,Villa,null,,,ØªØ¬Ø§Ø±ÙŠ,Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,233,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø²,Hor Al Anz,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,152.55,700000,4588.66,null,null,1,1,0,,
1-11-1998-670,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,01/07/1998,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,230,Ø§Ø¨Ùˆ Ù‡ÙŠÙ„,Abu Hail,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,334.45,1450000,4335.48,null,null,1,1,0,,
1-11-2004-172,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,26/01/2004,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ / ØªØ¬Ø§Ø±ÙŠ,Residential / Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,233,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø²,Hor Al Anz,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,670.02,1300000,1940.24,null,null,10,1,0,,
3-9-2004-300050,9,3,Ù‡Ø¨Ø§Øª,Gifts,Ù‡Ø¨Ù‡,Grant,24/05/2004,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ / ØªØ¬Ø§Ø±ÙŠ,Residential / Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,240,Ø¨ÙˆØ± Ø³Ø¹ÙŠØ¯,Port Saeed,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ø¯ÙŠØ±Ø© Ø³ÙŠØªÙŠ Ø³Ù†ØªØ±,Deira City Centre,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,316.09,2891998,9149.29,null,null,1,1,0,,
1-11-2020-6781,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,01/09/2020,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,264,Ù†Ø¯ Ø§Ù„Ø­Ù…Ø±,Nad Al Hamar,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1398.47,4900000,3503.83,null,null,17,1,0,,
1-11-2005-1044,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,25/04/2005,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ / ØªØ¬Ø§Ø±ÙŠ,Residential / Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,233,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø²,Hor Al Anz,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,221.48,1300000,5869.6,null,null,9,1,0,,
2-13-2016-8921,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,29/11/2016,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,230,Ø§Ø¨Ùˆ Ù‡ÙŠÙ„,Abu Hail,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,281.03,1522500,5417.57,null,null,1,1,0,,
2-13-2007-702,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,14/05/2007,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,230,Ø§Ø¨Ùˆ Ù‡ÙŠÙ„,Abu Hail,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,232.26,1500000,6458.28,null,null,1,1,0,,
1-11-2013-5531,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,25/02/2013,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,230,Ø§Ø¨Ùˆ Ù‡ÙŠÙ„,Abu Hail,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,232.26,1000000,4305.52,null,null,1,1,0,,
3-9-2022-3480,9,3,Ù‡Ø¨Ø§Øª,Gifts,Ù‡Ø¨Ù‡,Grant,07/12/2022,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,230,Ø§Ø¨Ùˆ Ù‡ÙŠÙ„,Abu Hail,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,781.81,1764011,2256.32,null,null,1,1,0,,
3-9-2017-2515,9,3,Ù‡Ø¨Ø§Øª,Gifts,Ù‡Ø¨Ù‡,Grant,26/12/2017,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,230,Ø§Ø¨Ùˆ Ù‡ÙŠÙ„,Abu Hail,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,797.76,1800000,2256.32,null,null,1,1,0,,
1-11-1998-752,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,20/07/1998,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,230,Ø§Ø¨Ùˆ Ù‡ÙŠÙ„,Abu Hail,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,334.45,600000,1793.99,null,null,1,1,0,,
1-11-2011-11698,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,18/07/2011,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,230,Ø§Ø¨Ùˆ Ù‡ÙŠÙ„,Abu Hail,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,,,,,0,134.52,390000,2899.2,null,null,1,1,0,,
2-13-2000-405,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,31/05/2000,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,230,Ø§Ø¨Ùˆ Ù‡ÙŠÙ„,Abu Hail,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,280.47,1045309,3726.99,null,null,1,1,0,,
1-11-2012-8615,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,14/05/2012,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,230,Ø§Ø¨Ùˆ Ù‡ÙŠÙ„,Abu Hail,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,473.34,500000,1056.32,null,null,6,1,0,,
2-13-2008-2979,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,22/12/2008,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,298,Ø§Ù„ÙˆØ±Ù‚Ø§Ø¡ Ø§Ù„Ø«Ø§Ù„Ø«Ù‡,Al Warqa Third,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1388.44,750000,540.17,null,null,1,1,0,,
1-11-2001-300016,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,26/02/2001,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,239,Ø§Ù„Ø¨Ø±Ø§Ø­Ù‡,Al Baraha,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø§Øª Ù…ØªØ±Ùˆ Ù†Ø®Ù„Ø© Ø¯ÙŠØ±Ø©,Palm Deira Metro Stations,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,23.89,128555,5381.12,null,null,1,7,0,,
2-13-2005-552,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,13/06/2005,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,298,Ø§Ù„ÙˆØ±Ù‚Ø§Ø¡ Ø§Ù„Ø«Ø§Ù„Ø«Ù‡,Al Warqa Third,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1070.34,500000,467.14,null,null,1,1,0,,
1-11-2005-279,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,26/01/2005,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,264,Ù†Ø¯ Ø§Ù„Ø­Ù…Ø±,Nad Al Hamar,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1393.55,1425000,1022.57,null,null,1,1,0,,
2-14-2024-1220,14,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ¹Ø¯ÙŠÙ„ Ø±Ù‡Ù†,Modify Mortgage,10/10/2024,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ / ØªØ¬Ø§Ø±ÙŠ,Residential / Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,234,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø² Ø´Ø±Ù‚,Hor Al Anz East,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ù‚ÙŠØ§Ø¯Ø©,Al Qiyadah Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,4707.02,94875000,20156.06,null,null,9,1,0,,
1-11-2007-779,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,20/03/2007,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,298,Ø§Ù„ÙˆØ±Ù‚Ø§Ø¡ Ø§Ù„Ø«Ø§Ù„Ø«Ù‡,Al Warqa Third,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1133.04,1524500,1345.5,null,null,1,1,0,,
2-13-2006-922,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,24/07/2006,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,298,Ø§Ù„ÙˆØ±Ù‚Ø§Ø¡ Ø§Ù„Ø«Ø§Ù„Ø«Ù‡,Al Warqa Third,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1107.87,750000,676.97,null,null,1,1,0,,
1-11-2014-16962,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,02/07/2014,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,298,Ø§Ù„ÙˆØ±Ù‚Ø§Ø¡ Ø§Ù„Ø«Ø§Ù„Ø«Ù‡,Al Warqa Third,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1305.57,3067155,2349.28,null,null,16,2,0,,
2-13-2006-852,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,18/07/2006,2,Ù…Ø¨Ù†Ù‰,Building,null,,,ØªØ¬Ø§Ø±ÙŠ,Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,240,Ø¨ÙˆØ± Ø³Ø¹ÙŠØ¯,Port Saeed,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ø¯ÙŠØ±Ø© Ø³ÙŠØªÙŠ Ø³Ù†ØªØ±,Deira City Centre,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,3387.24,49000000,14466.05,null,null,1,1,0,,
